Overall Qual,Exter Qual,Kitchen Qual,Bsmt Qual,Gr Liv Area,Total Bsmt SF,1st Flr SF,Lot Area,Lot Frontage,Neighborhood,MS Zoning,Bldg Type,House Style,Year Built,Year Remod/Add,Full Bath,TotRms AbvGrd,Garage Cars,Garage Area,Fireplaces,Central Air,BsmtFin SF 1,Wood Deck SF,Open Porch SF,Mas Vnr Area,SalePrice
8,Gd,Gd,Gd,1826,1814.0,1826,11302,69.0,StoneBr,RL,1Fam,1Story,2005,2006,2,7,3.0,758.0,1,Y,1422.0,180,75,238.0,319000
9,Ex,Ex,Ex,2000,1910.0,2000,18261,90.0,StoneBr,RL,1Fam,1Story,2005,2005,2,8,3.0,722.0,2,Y,1416.0,351,102,420.0,470000
7,Gd,Gd,Gd,1621,1208.0,1621,14145,91.0,NWAmes,RL,1Fam,1Story,1984,1998,2,8,2.0,440.0,0,Y,213.0,108,45,0.0,202500
7,Gd,Gd,Gd,2183,1204.0,1377,13837,,NWAmes,RL,1Fam,1.5Fin,1988,1988,2,9,3.0,786.0,0,Y,1002.0,0,0,178.0,229000
7,TA,Gd,TA,2263,795.0,1468,16659,,NWAmes,RL,1Fam,2Story,1977,1994,2,9,2.0,539.0,1,Y,795.0,0,250,34.0,235000
6,TA,TA,Gd,1574,796.0,790,18800,,NWAmes,RL,1Fam,2Story,1976,1976,2,6,2.0,566.0,1,Y,712.0,306,111,120.0,190000
6,TA,TA,Gd,1102,988.0,1102,10464,,NWAmes,RL,1Fam,SFoyer,1980,1980,1,5,2.0,582.0,1,Y,850.0,140,22,130.0,169000
7,TA,TA,Gd,1872,1845.0,1872,10400,80.0,NWAmes,RL,1Fam,1Story,1988,1988,2,6,2.0,604.0,1,Y,929.0,197,39,102.0,241500
7,TA,TA,TA,1857,945.0,945,10530,81.0,NWAmes,RL,1Fam,2Story,1978,1978,2,8,2.0,482.0,1,Y,0.0,400,105,68.0,188900
6,TA,TA,Gd,1686,1686.0,1686,10240,79.0,NWAmes,RL,1Fam,1Story,1980,1980,2,7,2.0,612.0,1,Y,625.0,384,131,157.0,207500
7,TA,Gd,Gd,2784,1392.0,1392,16692,80.0,NWAmes,RL,1Fam,2Story,1978,1978,3,12,2.0,564.0,2,Y,790.0,0,112,184.0,250000
6,TA,TA,Gd,1552,713.0,811,11475,85.0,NWAmes,RL,1Fam,2Story,1975,1975,2,6,2.0,434.0,1,Y,550.0,209,208,0.0,179900
7,Gd,TA,Ex,1083,1047.0,1083,9927,,NWAmes,RL,1Fam,SFoyer,1976,1976,1,5,2.0,596.0,1,Y,1005.0,444,0,252.0,172000
7,Gd,Gd,Gd,2318,960.0,960,9512,75.0,Somerst,FV,1Fam,2Story,2005,2006,2,8,2.0,541.0,1,Y,788.0,0,246,0.0,294323
6,TA,Gd,TA,1875,675.0,1109,10530,81.0,NWAmes,RL,1Fam,SLvl,1975,2000,3,8,2.0,485.0,1,Y,548.0,48,28,248.0,184500
5,TA,TA,Gd,1074,1056.0,1074,10140,78.0,NWAmes,RL,1Fam,1Story,1975,1975,1,6,2.0,495.0,0,Y,788.0,0,88,0.0,153500
7,TA,TA,Gd,1664,832.0,832,10140,78.0,NWAmes,RL,1Fam,2Story,1976,1976,2,8,2.0,528.0,1,Y,194.0,0,28,0.0,162900
6,TA,Gd,TA,1309,1040.0,1309,10140,78.0,NWAmes,RL,1Fam,1Story,1974,1999,1,5,2.0,484.0,1,Y,663.0,265,0,99.0,181000
6,TA,TA,TA,1103,1103.0,1103,10000,80.0,NWAmes,RL,1Fam,1Story,1974,1974,2,6,2.0,462.0,0,Y,755.0,295,84,176.0,155000
5,TA,TA,TA,1096,1096.0,1096,15870,,NAmes,RL,1Fam,1Story,1969,1969,1,6,1.0,299.0,0,Y,75.0,240,32,0.0,138800
4,TA,TA,TA,864,864.0,864,9353,71.0,NAmes,RL,1Fam,1Story,1970,1970,1,5,1.0,280.0,0,Y,0.0,0,0,0.0,116050
4,TA,TA,TA,858,858.0,858,8125,,NAmes,RL,1Fam,1Story,1971,1971,1,5,0.0,0.0,0,Y,614.0,0,0,0.0,88000
4,TA,TA,TA,874,864.0,874,7200,60.0,NAmes,RL,1Fam,1Story,1971,1971,1,5,2.0,576.0,0,Y,20.0,63,0,0.0,97500
6,Gd,Gd,Gd,1419,1487.0,1419,8773,26.0,NAmes,RH,TwnhsE,1Story,2002,2002,2,4,2.0,543.0,0,Y,951.0,196,68,0.0,190000
6,TA,TA,TA,1092,525.0,525,2760,24.0,BrDale,RM,TwnhsE,2Story,1973,1973,1,6,2.0,440.0,0,Y,0.0,0,0,514.0,105500
5,TA,Gd,TA,1365,765.0,765,2160,24.0,BrDale,RM,TwnhsE,2Story,1973,1973,1,7,2.0,440.0,1,Y,402.0,0,36,200.0,125500
6,TA,TA,TA,987,483.0,483,1953,21.0,BrDale,RM,Twnhs,2Story,1973,1973,1,5,1.0,264.0,0,Y,309.0,72,0,408.0,83000
6,TA,TA,TA,1030,494.0,494,1890,21.0,BrDale,RM,Twnhs,2Story,1972,1972,1,6,1.0,264.0,0,Y,282.0,0,0,380.0,116000
6,TA,TA,TA,1218,672.0,672,1680,21.0,BrDale,RM,Twnhs,2Story,1971,1971,1,7,0.0,0.0,0,Y,0.0,201,0,236.0,91500
6,TA,TA,TA,1218,672.0,672,1680,21.0,BrDale,RM,Twnhs,2Story,1972,1972,1,7,1.0,264.0,0,Y,317.0,0,28,281.0,118000
6,TA,TA,TA,948,483.0,483,1680,21.0,BrDale,RM,Twnhs,2Story,1972,1972,1,5,1.0,264.0,0,Y,276.0,0,0,504.0,89000
6,TA,TA,TA,1092,525.0,525,1680,21.0,BrDale,RM,Twnhs,2Story,1972,1972,1,6,1.0,264.0,0,Y,382.0,352,0,504.0,108000
6,TA,TA,TA,987,483.0,483,1680,21.0,BrDale,RM,Twnhs,2Story,1972,1972,1,5,1.0,288.0,1,Y,0.0,0,0,297.0,94500
6,TA,TA,Gd,1069,1069.0,1069,4043,53.0,NPkVill,RL,TwnhsE,1Story,1975,1975,2,4,2.0,440.0,1,Y,727.0,0,55,0.0,146300
5,TA,TA,TA,1387,943.0,1387,7514,65.0,NAmes,RL,1Fam,1Story,1967,1975,1,6,1.0,300.0,1,Y,373.0,0,0,0.0,145000
5,TA,TA,TA,900,864.0,900,7838,68.0,NAmes,RL,1Fam,SFoyer,1967,1967,1,6,1.0,288.0,1,Y,769.0,175,144,0.0,123000
7,TA,TA,TA,1055,1055.0,1055,2280,24.0,NPkVill,RL,Twnhs,1Story,1976,1976,2,4,1.0,319.0,0,Y,120.0,0,29,0.0,137500
6,TA,TA,Gd,1456,855.0,855,2179,24.0,NPkVill,RL,Twnhs,2Story,1976,1976,2,6,2.0,460.0,1,Y,70.0,0,28,0.0,144000
9,Gd,Ex,Ex,1980,1980.0,1980,16737,129.0,NridgHt,RL,1Fam,1Story,2004,2005,2,8,3.0,770.0,1,Y,1447.0,194,45,66.0,315000
9,Gd,Ex,Ex,2589,1738.0,1738,16387,72.0,NridgHt,RL,1Fam,2Story,2006,2006,2,11,3.0,831.0,1,Y,1369.0,0,0,215.0,412083
9,TA,Gd,Ex,2596,1249.0,1249,16259,111.0,NridgHt,RL,1Fam,2Story,2006,2006,3,9,3.0,840.0,0,Y,0.0,240,154,370.0,342643
8,Gd,Gd,Gd,1618,1618.0,1618,16163,110.0,NridgHt,RL,1Fam,1Story,2004,2004,2,6,3.0,880.0,1,Y,0.0,0,0,232.0,252000
10,Ex,Ex,Ex,2076,2076.0,2076,13891,107.0,NridgHt,RL,1Fam,1Story,2006,2006,2,7,3.0,850.0,1,Y,1386.0,216,229,,465000
7,Gd,Gd,Ex,1740,1721.0,1740,12228,108.0,NridgHt,RL,1Fam,1Story,2006,2006,2,8,3.0,874.0,0,Y,0.0,0,43,206.0,293000
9,Ex,Ex,Ex,1868,1868.0,1868,14780,120.0,NridgHt,RL,1Fam,1Story,2005,2005,2,7,3.0,1085.0,1,Y,1505.0,354,56,568.0,415000
9,Gd,Gd,Ex,1850,1833.0,1850,16033,98.0,NridgHt,RL,1Fam,1Story,2004,2005,2,8,3.0,772.0,1,Y,1261.0,519,112,378.0,326000
8,Gd,Gd,Ex,2376,1158.0,1158,14215,101.0,NridgHt,RL,1Fam,2Story,2005,2006,3,9,3.0,853.0,1,Y,0.0,240,154,380.0,325300
8,Gd,Gd,Ex,2452,1117.0,1132,13418,108.0,NridgHt,RL,1Fam,2Story,2004,2005,3,9,3.0,691.0,1,Y,0.0,113,32,132.0,309000
9,Gd,Ex,Gd,2206,1090.0,1117,13975,120.0,NridgHt,RL,1Fam,2Story,2005,2006,2,10,3.0,670.0,1,Y,0.0,148,95,525.0,300000
8,Gd,Ex,Gd,2098,1030.0,1038,10240,80.0,NridgHt,RL,1Fam,2Story,2005,2005,2,8,3.0,878.0,1,Y,0.0,192,52,178.0,275500
9,Ex,Ex,Ex,2091,1606.0,1625,9942,82.0,NridgHt,RL,1Fam,2Story,2005,2006,2,8,2.0,521.0,1,Y,1290.0,194,84,385.0,338500
9,Ex,Ex,Ex,2324,1175.0,1182,11924,85.0,NridgHt,RL,1Fam,2Story,2005,2006,3,11,3.0,736.0,2,Y,998.0,147,21,286.0,345000
8,Gd,Ex,Ex,2253,1209.0,1209,12867,103.0,NridgHt,RL,1Fam,2Story,2005,2006,2,8,2.0,575.0,1,Y,0.0,243,142,,344133
8,Gd,Gd,Ex,2389,1054.0,1054,10672,82.0,NridgHt,RL,1Fam,2Story,2006,2006,2,10,3.0,672.0,1,Y,0.0,176,64,0.0,298236
8,Gd,Ex,Ex,2358,1524.0,1544,11643,82.0,NridgHt,RL,1Fam,2Story,2005,2006,2,10,3.0,784.0,1,Y,880.0,120,34,142.0,329900
9,Gd,Ex,Ex,1944,1896.0,1944,12378,90.0,NridgHt,RL,1Fam,1Story,2003,2004,2,8,3.0,708.0,3,Y,1274.0,208,175,0.0,360000
8,Gd,Ex,Gd,1970,1085.0,1120,11065,86.0,NridgHt,RL,1Fam,2Story,2006,2006,2,8,3.0,753.0,1,Y,0.0,177,74,788.0,281000
9,Ex,Gd,Ex,1792,1792.0,1792,13758,121.0,NridgHt,RL,1Fam,1Story,2005,2006,2,6,3.0,925.0,1,Y,1232.0,204,49,430.0,372397
9,Ex,Ex,Ex,1780,1780.0,1780,14828,131.0,NridgHt,RL,1Fam,1Story,2004,2005,2,7,3.0,816.0,1,Y,1383.0,144,68,674.0,378000
9,Gd,Ex,Ex,1792,1792.0,1792,11846,72.0,NridgHt,RL,1Fam,1Story,2003,2004,2,6,3.0,874.0,1,Y,1567.0,206,49,562.0,374000
9,Ex,Ex,Ex,2728,1848.0,1848,20431,56.0,NridgHt,RL,1Fam,2Story,2005,2006,2,10,3.0,706.0,2,Y,1410.0,0,0,870.0,437154
8,Gd,Ex,Gd,1904,1058.0,1058,10927,74.0,NridgHt,RL,1Fam,2Story,2005,2005,2,8,2.0,736.0,1,Y,546.0,179,60,280.0,275000
8,Gd,Gd,Gd,1914,1420.0,1426,13215,,NridgHt,RL,1Fam,2Story,2004,2004,2,9,3.0,746.0,1,Y,994.0,168,127,112.0,279000
7,Gd,Gd,Gd,1364,1364.0,1364,7052,43.0,NridgHt,RL,TwnhsE,1Story,2005,2005,2,6,2.0,484.0,1,Y,659.0,192,36,240.0,185850
9,Ex,Ex,Ex,1565,1560.0,1565,5911,48.0,NridgHt,RL,TwnhsE,1Story,2005,2005,2,6,2.0,556.0,1,Y,472.0,196,56,278.0,282500
7,Gd,Gd,Gd,1368,1368.0,1368,6955,48.0,NridgHt,RL,TwnhsE,1Story,2005,2006,2,6,2.0,474.0,1,Y,0.0,132,35,94.0,202500
7,Gd,Gd,Gd,1368,1368.0,1368,6792,40.0,NridgHt,RL,TwnhsE,1Story,2005,2006,2,6,2.0,474.0,1,Y,0.0,132,35,94.0,202665
9,Gd,Ex,Ex,1686,1686.0,1686,7740,61.0,NridgHt,RL,TwnhsE,1Story,2006,2006,2,6,3.0,899.0,1,Y,1023.0,266,100,518.0,332200
9,Ex,Gd,Ex,1666,1666.0,1666,6373,48.0,NridgHt,RL,TwnhsE,1Story,2006,2006,2,6,2.0,575.0,1,Y,415.0,228,75,572.0,310090
7,Gd,Gd,Gd,1405,1405.0,1405,3136,,NridgHt,RL,TwnhsE,1Story,2003,2003,2,6,2.0,478.0,1,Y,0.0,148,36,163.0,171750
6,Gd,Gd,Gd,1316,1316.0,1316,10237,65.0,Gilbert,RL,1Fam,1Story,2005,2006,2,6,2.0,397.0,1,Y,28.0,100,0,0.0,169990
6,Gd,Gd,Gd,1456,728.0,728,10237,65.0,Gilbert,RL,1Fam,2Story,2005,2006,2,8,2.0,390.0,1,Y,0.0,0,24,0.0,170440
7,Gd,Gd,Gd,1492,738.0,738,10237,65.0,Gilbert,RL,1Fam,2Story,2006,2006,2,8,2.0,440.0,0,Y,0.0,0,32,0.0,169985
7,Gd,Gd,Gd,1496,654.0,664,17104,58.0,Gilbert,RL,1Fam,2Story,2006,2006,2,7,2.0,426.0,1,Y,554.0,100,24,0.0,179665
7,Gd,Gd,Gd,1863,879.0,879,14054,58.0,Gilbert,RL,1Fam,2Story,2006,2006,2,9,3.0,660.0,1,Y,0.0,100,17,0.0,219210
6,Gd,Gd,Gd,1326,1326.0,1326,11660,102.0,Gilbert,RL,1Fam,1Story,2006,2006,2,6,2.0,427.0,0,Y,0.0,100,0,0.0,174190
6,Gd,TA,Gd,1456,728.0,728,15578,105.0,Gilbert,RL,1Fam,2Story,2006,2006,2,8,2.0,429.0,0,Y,0.0,0,0,0.0,172785
8,Gd,Gd,Gd,2373,1052.0,1052,11631,96.0,Gilbert,RL,1Fam,2Story,2004,2005,2,9,3.0,632.0,1,Y,0.0,120,46,236.0,258000
7,Gd,Gd,Gd,1492,738.0,738,9073,75.0,Gilbert,RL,1Fam,2Story,2006,2006,2,8,2.0,440.0,0,Y,0.0,100,32,0.0,185101
7,Gd,Gd,Gd,1364,1220.0,1364,3087,43.0,Blmngtn,RL,TwnhsE,1Story,2006,2006,2,6,2.0,437.0,1,Y,453.0,100,16,14.0,210250
7,Gd,Gd,Gd,1557,1374.0,1557,3196,,Blmngtn,RL,TwnhsE,1Story,2003,2004,2,7,2.0,420.0,1,Y,0.0,143,20,18.0,234000
8,Gd,Gd,Gd,1456,1273.0,1456,3196,,Blmngtn,RL,TwnhsE,1Story,2003,2003,2,7,2.0,400.0,1,Y,0.0,143,20,40.0,215000
7,Gd,Gd,Gd,1511,1368.0,1511,2938,,Blmngtn,RL,TwnhsE,1Story,2002,2002,2,5,2.0,398.0,1,Y,1038.0,130,30,40.0,246990
7,Gd,Gd,Gd,1414,1375.0,1414,3072,,Blmngtn,RM,TwnhsE,1Story,2004,2004,2,6,2.0,398.0,1,Y,0.0,144,20,18.0,178740
7,Gd,Gd,Gd,1548,1365.0,1548,3072,,Blmngtn,RM,TwnhsE,1Story,2004,2004,2,7,2.0,388.0,1,Y,1059.0,143,20,18.0,225000
7,Gd,Gd,Gd,1248,1248.0,1248,3010,43.0,Blmngtn,RL,TwnhsE,1Story,2005,2006,2,5,2.0,438.0,0,Y,16.0,108,0,16.0,167240
7,Gd,Gd,Gd,1142,1142.0,1142,3010,43.0,Blmngtn,RL,TwnhsE,1Story,2005,2006,2,6,2.0,440.0,0,Y,16.0,90,0,14.0,156820
7,Gd,Gd,Gd,1506,1362.0,1506,3013,43.0,Blmngtn,RL,TwnhsE,1Story,2005,2005,2,6,2.0,440.0,1,Y,16.0,142,20,145.0,213490
8,Gd,Ex,Gd,1567,1520.0,1567,3982,53.0,Blmngtn,RL,TwnhsE,1Story,2006,2006,2,7,3.0,648.0,1,Y,1154.0,312,0,0.0,264561
7,Gd,Gd,Gd,1500,1356.0,1500,4045,53.0,Blmngtn,RL,TwnhsE,1Story,2006,2006,2,6,3.0,648.0,1,Y,1070.0,161,20,45.0,246578
5,Gd,TA,Gd,1838,732.0,734,21930,60.0,Gilbert,RL,1Fam,2Story,2005,2005,2,7,2.0,372.0,1,Y,0.0,100,40,0.0,192140
6,Gd,Gd,Gd,1509,783.0,807,7861,,Gilbert,RL,1Fam,2Story,2002,2003,2,7,2.0,393.0,1,Y,457.0,100,75,0.0,183200
8,Gd,Gd,Ex,1414,707.0,707,9056,74.0,Gilbert,RL,1Fam,2Story,2004,2004,2,6,2.0,403.0,1,Y,0.0,100,35,0.0,178000
7,Gd,Gd,Gd,1598,848.0,848,9171,59.0,Gilbert,RL,1Fam,2Story,2004,2005,2,7,2.0,433.0,1,Y,0.0,100,48,0.0,201490
8,Gd,Gd,Gd,1936,1406.0,1454,11194,106.0,Gilbert,RL,1Fam,2Story,2000,2000,2,7,2.0,504.0,1,Y,0.0,188,124,40.0,230500
7,Gd,Gd,Gd,1509,783.0,807,7875,63.0,Gilbert,RL,1Fam,2Story,2003,2003,2,8,2.0,393.0,1,Y,0.0,0,75,0.0,180000
6,TA,TA,Gd,1664,953.0,953,8121,,Gilbert,RL,1Fam,2Story,2000,2000,2,7,2.0,460.0,1,Y,0.0,100,40,0.0,172400
6,TA,TA,Gd,1889,982.0,1008,8658,,Gilbert,RL,1Fam,2Story,2000,2000,2,9,2.0,431.0,1,Y,732.0,0,0,0.0,215000
7,Gd,Gd,Gd,1886,930.0,956,11214,,Gilbert,RL,1Fam,2Story,1998,1999,2,10,2.0,431.0,1,Y,0.0,89,0,0.0,199900
6,TA,TA,Gd,1671,959.0,959,10852,58.0,Gilbert,RL,1Fam,2Story,2000,2000,2,7,2.0,472.0,1,Y,786.0,0,38,0.0,173000
7,Gd,Gd,Gd,2322,1035.0,1082,12104,,Gilbert,RL,1Fam,2Story,2006,2006,3,8,3.0,617.0,0,Y,0.0,400,45,0.0,287602
7,Gd,Gd,Gd,2291,975.0,1005,8738,66.0,Gilbert,RL,1Fam,2Story,1999,1999,2,8,2.0,429.0,1,Y,0.0,192,0,302.0,230000
8,Gd,Gd,Gd,2392,1396.0,1407,9452,82.0,NoRidge,RL,1Fam,2Story,1997,1998,2,7,3.0,870.0,1,Y,1074.0,0,70,423.0,348000
8,Gd,Gd,Gd,1976,1044.0,1079,9660,84.0,NoRidge,RL,1Fam,2Story,1998,1998,2,7,3.0,885.0,1,Y,791.0,210,31,242.0,286000
8,Gd,Gd,Gd,2234,1160.0,1205,9545,83.0,NoRidge,RL,1Fam,2Story,2000,2000,2,7,3.0,768.0,1,Y,505.0,0,50,322.0,300000
10,Gd,Gd,Ex,3627,1930.0,1831,35760,118.0,NoRidge,RL,1Fam,2Story,1995,1996,3,10,3.0,807.0,1,Y,1387.0,361,76,1378.0,625000
9,Gd,Ex,Ex,2855,1540.0,1540,9233,,NoRidge,RL,1Fam,2Story,2000,2000,2,9,3.0,774.0,1,Y,1182.0,247,55,877.0,405000
8,Gd,Gd,Gd,1924,1086.0,1086,12011,78.0,NoRidge,RL,1Fam,2Story,1998,1998,2,7,2.0,592.0,1,Y,956.0,208,75,530.0,280000
8,Gd,Gd,Gd,2263,1141.0,1165,12090,93.0,NoRidge,RL,1Fam,2Story,1998,1998,2,10,2.0,420.0,1,Y,0.0,144,123,650.0,258000
8,Gd,Gd,Gd,2726,1342.0,1358,10019,83.0,NoRidge,RL,1Fam,2Story,1995,1995,2,9,3.0,725.0,1,Y,527.0,307,169,397.0,350000
9,Gd,Ex,Ex,3500,1733.0,1933,17242,114.0,NoRidge,RL,1Fam,2Story,1993,1994,3,11,3.0,959.0,1,Y,292.0,870,86,738.0,584500
8,Gd,Gd,Gd,2494,1290.0,1305,10236,,NoRidge,RL,1Fam,2Story,1994,1995,2,9,3.0,803.0,1,Y,380.0,200,95,501.0,321000
8,Gd,Gd,Gd,2526,1165.0,1203,10120,92.0,NoRidge,RL,1Fam,2Story,1994,1994,2,8,3.0,844.0,1,Y,740.0,309,78,391.0,290000
8,Gd,Gd,Gd,2799,1286.0,1565,12585,,NoRidge,RL,1Fam,2Story,1993,1993,2,8,3.0,704.0,1,Y,247.0,432,136,420.0,315000
8,Gd,Gd,Gd,1964,1100.0,1116,12447,75.0,Somerst,RL,1Fam,2Story,2005,2006,2,8,2.0,760.0,1,Y,0.0,200,70,192.0,252000
8,Gd,Gd,Ex,1670,1670.0,1670,15218,49.0,Somerst,RL,1Fam,1Story,2006,2006,2,6,3.0,928.0,1,Y,1562.0,0,240,,336820
8,Gd,Ex,Ex,2097,2077.0,2097,20896,49.0,Somerst,RL,1Fam,1Story,2005,2006,1,8,3.0,1134.0,1,Y,1721.0,192,267,0.0,423000
8,Gd,Gd,Ex,1660,1660.0,1660,10182,85.0,Somerst,RL,1Fam,1Story,2006,2006,2,8,2.0,500.0,1,Y,1220.0,322,50,420.0,290000
7,Gd,Gd,Gd,1616,1616.0,1616,8688,73.0,Somerst,RL,1Fam,1Story,2005,2005,2,7,3.0,834.0,0,Y,0.0,208,59,228.0,232000
8,Gd,Gd,Gd,1504,1504.0,1504,10936,85.0,Somerst,RL,1Fam,1Story,2006,2006,2,7,2.0,510.0,0,Y,0.0,144,0,60.0,199000
8,Gd,Gd,Gd,1278,1278.0,1278,8640,72.0,Somerst,FV,1Fam,1Story,2006,2006,2,5,2.0,584.0,0,Y,24.0,0,60,0.0,198600
9,Gd,Ex,Ex,2640,2036.0,2036,13162,100.0,Somerst,FV,1Fam,2Story,2006,2006,3,11,3.0,792.0,1,Y,1836.0,0,265,0.0,405749
8,Gd,Gd,Gd,1489,1489.0,1489,11216,81.0,Somerst,FV,1Fam,1Story,2006,2006,2,7,2.0,776.0,1,Y,0.0,0,140,0.0,232600
8,Gd,Gd,Gd,1939,1095.0,1095,10728,84.0,Somerst,FV,1Fam,2Story,2006,2006,2,8,3.0,1053.0,1,Y,0.0,192,51,0.0,266000
7,Gd,Gd,Gd,1553,756.0,756,8125,65.0,Somerst,FV,1Fam,2Story,2005,2006,2,6,2.0,615.0,0,Y,0.0,0,45,0.0,186500
6,Gd,Gd,Gd,1716,858.0,858,8125,65.0,Somerst,FV,1Fam,2Story,2005,2005,2,7,2.0,615.0,0,Y,0.0,0,53,0.0,200825
7,Gd,Gd,Gd,1576,770.0,778,8125,65.0,Somerst,FV,1Fam,2Story,2006,2006,2,6,2.0,614.0,0,Y,0.0,0,50,0.0,197000
6,Gd,Gd,Gd,1262,1262.0,1262,7200,60.0,Somerst,FV,1Fam,1Story,2006,2006,2,5,2.0,572.0,0,Y,905.0,0,120,68.0,185000
7,Gd,Gd,Gd,1266,1257.0,1266,7500,62.0,Somerst,FV,1Fam,1Story,2005,2005,2,6,2.0,453.0,1,Y,0.0,38,144,0.0,176000
7,Gd,Gd,Gd,1301,1293.0,1301,7200,60.0,Somerst,FV,1Fam,1Story,2006,2006,2,5,2.0,572.0,1,Y,0.0,216,121,0.0,187750
6,TA,Gd,TA,1142,1142.0,1142,7733,74.0,SawyerW,RL,1Fam,1Story,2005,2005,1,5,0.0,0.0,0,Y,24.0,4,50,0.0,139500
7,Gd,Gd,Gd,1400,1400.0,1400,11024,91.0,SawyerW,RL,1Fam,1Story,2005,2006,2,6,2.0,612.0,0,Y,0.0,144,55,118.0,186800
6,TA,Gd,Gd,1131,1131.0,1131,13072,63.0,SawyerW,RL,1Fam,1Story,2005,2006,1,6,0.0,0.0,0,Y,0.0,0,39,0.0,132000
6,Gd,TA,Gd,1141,1141.0,1141,13072,63.0,SawyerW,RL,1Fam,1Story,2005,2005,1,6,2.0,484.0,0,Y,0.0,0,0,0.0,142500
6,TA,Gd,Gd,1158,1158.0,1158,13072,63.0,SawyerW,RL,1Fam,1Story,2004,2004,1,5,2.0,576.0,0,Y,941.0,0,50,0.0,158000
7,Gd,Gd,Gd,1686,891.0,891,7800,65.0,SawyerW,RL,1Fam,2Story,2005,2005,2,8,2.0,462.0,0,Y,0.0,144,101,172.0,184000
7,Gd,Gd,Gd,1585,784.0,831,7632,74.0,SawyerW,RL,1Fam,2Story,2005,2005,2,7,2.0,449.0,0,Y,0.0,100,77,96.0,184900
6,TA,TA,Gd,1837,941.0,941,8304,70.0,SawyerW,RL,1Fam,2Story,1997,1998,2,7,2.0,688.0,0,Y,0.0,150,165,0.0,187000
6,Gd,Gd,Gd,1603,761.0,810,7153,65.0,SawyerW,RL,1Fam,2Story,1992,1992,2,7,2.0,484.0,0,Y,387.0,0,124,0.0,175900
6,Gd,Gd,Gd,1731,836.0,844,9370,70.0,SawyerW,RL,1Fam,2Story,1992,1993,2,7,2.0,462.0,0,Y,758.0,307,85,0.0,248500
6,Gd,Gd,Gd,1398,1398.0,1398,7175,50.0,SawyerW,RL,TwnhsE,1Story,1990,1991,2,5,2.0,542.0,0,Y,904.0,0,46,0.0,172000
6,Gd,Gd,Gd,1217,1217.0,1217,7175,50.0,SawyerW,RL,TwnhsE,1Story,1991,1991,2,5,2.0,484.0,0,Y,278.0,0,64,0.0,151000
6,TA,Gd,Gd,1320,636.0,636,9019,,SawyerW,RL,1Fam,2Story,1994,1994,2,6,2.0,472.0,0,Y,274.0,0,40,0.0,150000
4,TA,TA,TA,1056,1056.0,1056,8900,,SawyerW,RH,1Fam,1Story,1966,1966,1,5,1.0,384.0,0,Y,1056.0,0,42,0.0,107000
5,TA,TA,TA,965,828.0,965,7800,60.0,SawyerW,RH,1Fam,1Story,1965,1965,1,6,1.0,300.0,0,Y,641.0,421,0,0.0,119900
5,TA,TA,TA,988,988.0,988,9100,70.0,Sawyer,RL,1Fam,1Story,1962,1962,1,6,2.0,624.0,0,Y,36.0,0,0,51.0,129500
5,TA,TA,TA,1728,1728.0,1728,9100,70.0,Sawyer,RM,Duplex,1Story,1963,1963,2,10,2.0,504.0,0,Y,1332.0,0,0,336.0,125000
6,TA,TA,,1654,0.0,1286,8927,68.0,Sawyer,RM,Duplex,1.5Fin,1977,1977,2,10,2.0,528.0,0,Y,0.0,0,0,0.0,119500
5,TA,TA,TA,1211,864.0,1211,9240,,Sawyer,RL,1Fam,1Story,1962,2002,1,6,2.0,576.0,1,Y,612.0,161,0,0.0,144000
6,TA,TA,Gd,1212,506.0,1212,8471,88.0,Sawyer,RL,1Fam,SLvl,1977,1995,1,6,2.0,492.0,1,Y,506.0,292,12,46.0,151000
5,TA,TA,TA,984,984.0,984,9308,,Sawyer,RL,1Fam,1Story,1965,1965,1,5,1.0,310.0,0,Y,554.0,0,0,0.0,126000
5,TA,TA,TA,909,882.0,909,8450,65.0,Sawyer,RL,1Fam,1Story,1968,1968,1,5,1.0,294.0,0,Y,162.0,0,155,90.0,116000
5,TA,TA,TA,925,925.0,925,8638,,Sawyer,RL,1Fam,1Story,1963,1963,1,5,2.0,484.0,0,Y,181.0,203,74,0.0,133500
5,TA,TA,TA,1024,1024.0,1024,13052,,Sawyer,RL,1Fam,1Story,1965,1965,1,5,1.0,308.0,0,Y,712.0,0,0,0.0,120875
5,TA,TA,TA,935,935.0,935,13526,,Sawyer,RL,1Fam,1Story,1965,1965,1,5,1.0,288.0,0,Y,560.0,180,0,114.0,137000
5,TA,TA,TA,912,912.0,912,8020,,Sawyer,RL,1Fam,1Story,1964,1964,1,6,0.0,0.0,0,N,644.0,0,0,0.0,124000
5,TA,TA,TA,1236,912.0,1236,6993,65.0,Sawyer,RL,1Fam,1Story,1961,1994,1,6,1.0,288.0,1,Y,465.0,0,0,0.0,135000
5,TA,TA,TA,941,912.0,941,8789,,Sawyer,RL,1Fam,1Story,1967,1967,1,6,1.0,288.0,1,Y,659.0,64,0,0.0,129200
7,Gd,Gd,Gd,2646,1748.0,2151,14330,100.0,Veenker,RL,1Fam,SLvl,1974,1974,2,9,2.0,550.0,4,Y,1023.0,641,100,145.0,260000
8,Gd,Gd,Gd,2417,1288.0,1301,16059,121.0,NoRidge,RL,1Fam,2Story,1991,1992,2,9,2.0,462.0,1,Y,0.0,127,82,284.0,260000
